t_s,a_g
7.998000,0.017777
8.000000,0.016285
8.002000,0.019121
8.004000,0.021678
8.006000,0.018887
8.008000,0.023305
8.010000,0.023542
8.012000,0.023293
8.014000,0.027134
8.016000,0.024192
8.018000,0.027485
8.020000,0.022372
8.022000,0.030263
8.024000,0.027446
8.026000,0.026757
8.028000,0.033318
8.030000,0.030380
8.032000,0.031806
8.034000,0.032173
8.036000,0.031618
8.038000,0.032874
8.040000,0.035199
8.042000,0.035011
8.044000,0.037737
8.046000,0.039551
8.048000,0.038005
8.050000,0.036995
8.052000,0.041467
8.054000,0.038753
8.056000,0.038426
8.058000,0.043345
8.060000,0.042092
8.062000,0.046127
8.064000,0.045498
8.066000,0.040820
8.068000,0.042733
8.070000,0.044492
8.072000,0.045300
8.074000,0.047463
8.076000,0.044813
8.078000,0.046428
8.080000,0.043336
8.082000,0.044177
8.084000,0.043828
8.086000,0.042804
8.088000,0.036536
8.090000,0.041034
8.092000,0.040272
8.094000,0.038549
8.096000,0.039494
8.098000,0.036055
8.100000,0.035118
8.102000,0.030415
8.104000,0.033008
8.106000,0.031994
8.108000,0.030624
8.110000,0.033479
8.112000,0.028722
8.114000,0.030307
8.116000,0.031359
8.118000,0.024597
8.120000,0.027870
8.122000,0.028271
8.124000,0.027752
8.126000,0.030255
8.128000,0.028432
8.130000,0.028530
8.132000,0.030188
8.134000,0.028172
8.136000,0.031748
8.138000,0.032662
8.140000,0.032899
8.142000,0.029478
8.144000,0.033165
8.146000,0.031905
8.148000,0.030127
8.150000,0.032696
8.152000,0.036910
8.154000,0.029301
8.156000,0.033175
8.158000,0.034652
8.160000,0.033799
8.162000,0.033366
8.164000,0.030703
8.166000,0.032250
8.168000,0.037323
8.170000,0.033615
8.172000,0.037293
8.174000,0.034491
8.176000,0.030682
8.178000,0.034380
8.180000,0.034641
8.182000,0.035072
8.184000,0.037131
8.186000,0.034798
8.188000,0.035028
8.190000,0.032873
8.192000,0.033767
8.194000,0.031084
8.196000,0.034092
8.198000,0.031625
8.200000,0.035151
8.202000,0.033601
8.204000,0.036154
8.206000,0.038820
8.208000,0.036544
8.210000,0.040470
8.212000,0.039735
8.214000,0.039940
8.216000,0.039315
8.218000,0.039557
8.220000,0.041831
8.222000,0.043376
8.224000,0.045224
8.226000,0.047000
8.228000,0.048496
8.230000,0.048368
8.232000,0.048697
8.234000,0.053147
8.236000,0.053538
8.238000,0.048206
8.240000,0.055150
8.242000,0.053525
8.244000,0.055250
8.246000,0.053398
8.248000,0.054497
8.250000,0.055257
8.252000,0.055072
8.254000,0.053424
8.256000,0.051931
8.258000,0.052675
8.260000,0.051363
8.262000,0.049504
8.264000,0.049830
8.266000,0.046015
8.268000,0.046864
8.270000,0.047086
8.272000,0.045163
8.274000,0.043102
8.276000,0.040801
8.278000,0.043358
8.280000,0.038572
8.282000,0.037553
8.284000,0.042491
8.286000,0.037775
8.288000,0.036110
8.290000,0.035663
8.292000,0.035028
8.294000,0.032297
8.296000,0.032878
8.298000,0.032214
8.300000,0.031215
8.302000,0.034465
8.304000,0.028257
8.306000,0.033528
8.308000,0.025740
8.310000,0.028163
8.312000,0.028371
8.314000,0.022107
8.316000,0.024405
8.318000,0.025076
8.320000,0.019546
8.322000,0.017891
8.324000,0.015709
8.326000,0.015458
8.328000,0.015248
8.330000,0.014474
8.332000,0.009906
8.334000,0.011520
8.336000,0.002192
8.338000,0.001804
8.340000,0.001758
8.342000,-0.003479
8.344000,-0.004616
8.346000,-0.006843
8.348000,-0.010204
8.350000,-0.009462
8.352000,-0.014595
8.354000,-0.018851
8.356000,-0.020389
8.358000,-0.021056
8.360000,-0.024824
8.362000,-0.021510
8.364000,-0.031088
8.366000,-0.025569
8.368000,-0.032371
8.370000,-0.032034
8.372000,-0.033778
8.374000,-0.039162
8.376000,-0.042322
8.378000,-0.039191
8.380000,-0.042934
8.382000,-0.042907
8.384000,-0.043392
8.386000,-0.041961
8.388000,-0.044255
8.390000,-0.045373
8.392000,-0.042785
8.394000,-0.046841
8.396000,-0.045939
8.398000,-0.046421
8.400000,-0.045985
8.402000,-0.050591
8.404000,-0.047597
8.406000,-0.047975
8.408000,-0.044208
8.410000,-0.049409
8.412000,-0.048857
8.414000,-0.047684
8.416000,-0.052302
8.418000,-0.051062
8.420000,-0.048394
8.422000,-0.051576
8.424000,-0.053999
8.426000,-0.053582
8.428000,-0.051910
8.430000,-0.053767
8.432000,-0.056997
8.434000,-0.057032
8.436000,-0.059672
8.438000,-0.060052
8.440000,-0.059800
8.442000,-0.058316
8.444000,-0.058970
8.446000,-0.059705
8.448000,-0.057814
8.450000,-0.058679
8.452000,-0.059830
8.454000,-0.057311
8.456000,-0.056805
8.458000,-0.057549
8.460000,-0.051158
8.462000,-0.053637
8.464000,-0.051248
8.466000,-0.051448
8.468000,-0.051773
8.470000,-0.046942
8.472000,-0.043576
8.474000,-0.048508
8.476000,-0.043450
8.478000,-0.039843
8.480000,-0.039663
8.482000,-0.040900
8.484000,-0.034792
8.486000,-0.038775
8.488000,-0.033918
8.490000,-0.038839
8.492000,-0.036172
8.494000,-0.035829
8.496000,-0.034196
8.498000,-0.030871
8.500000,-0.031635
8.502000,-0.032652
8.504000,-0.031026
8.506000,-0.030278
8.508000,-0.029910
8.510000,-0.027851
8.512000,-0.029482
8.514000,-0.027883
8.516000,-0.030607
8.518000,-0.033615
8.520000,-0.031480
8.522000,-0.032982
8.524000,-0.034429
8.526000,-0.034106
8.528000,-0.029005
8.530000,-0.030369
8.532000,-0.035304
8.534000,-0.032669
8.536000,-0.029539
8.538000,-0.030196
8.540000,-0.031153
8.542000,-0.027825
8.544000,-0.032204
8.546000,-0.030815
8.548000,-0.031727
8.550000,-0.029830
8.552000,-0.030724
8.554000,-0.027560
8.556000,-0.026309
8.558000,-0.024177
8.560000,-0.025409
8.562000,-0.028702
8.564000,-0.025556
8.566000,-0.025908
8.568000,-0.025258
8.570000,-0.026888
8.572000,-0.027780
8.574000,-0.025024
8.576000,-0.025651
8.578000,-0.027178
8.580000,-0.022971
8.582000,-0.026848
8.584000,-0.027222
8.586000,-0.026739
8.588000,-0.026167
8.590000,-0.028732
8.592000,-0.030679
8.594000,-0.032415
8.596000,-0.032137
8.598000,-0.031870
8.600000,-0.031582
8.602000,-0.032362
8.604000,-0.033995
8.606000,-0.038267
8.608000,-0.035969
8.610000,-0.038357
8.612000,-0.038493
8.614000,-0.037520
8.616000,-0.038376
8.618000,-0.037848
8.620000,-0.040471
8.622000,-0.039252
8.624000,-0.040781
8.626000,-0.036313
8.628000,-0.036860
8.630000,-0.034195
8.632000,-0.034743
8.634000,-0.034818
8.636000,-0.036383
8.638000,-0.033023
8.640000,-0.029031
8.642000,-0.026945
8.644000,-0.029113
8.646000,-0.028395
8.648000,-0.029159
8.650000,-0.026538
8.652000,-0.020158
8.654000,-0.024301
8.656000,-0.019661
8.658000,-0.014447
8.660000,-0.019300
8.662000,-0.016786
8.664000,-0.017965
8.666000,-0.015953
8.668000,-0.016882
8.670000,-0.014795
8.672000,-0.013101
8.674000,-0.011228
8.676000,-0.010491
8.678000,-0.009411
8.680000,-0.006297
8.682000,-0.005026
8.684000,-0.009151
8.686000,-0.009969
8.688000,-0.008376
8.690000,-0.005699
8.692000,-0.004486
8.694000,-0.002613
8.696000,0.000985
8.698000,0.001690
8.700000,0.004287
8.702000,0.004369
8.704000,0.006173
8.706000,0.010740
8.708000,0.012119
8.710000,0.010723
8.712000,0.013643
8.714000,0.016707
8.716000,0.022645
8.718000,0.018670
8.720000,0.025494
8.722000,0.025203
8.724000,0.032695
8.726000,0.034926
8.728000,0.034727
8.730000,0.033774
8.732000,0.039010
8.734000,0.041850
8.736000,0.042592
8.738000,0.046374
8.740000,0.046602
8.742000,0.048646
8.744000,0.050316
8.746000,0.050867
8.748000,0.048502
8.750000,0.054788
8.752000,0.057308
8.754000,0.056349
8.756000,0.053098
8.758000,0.054282
8.760000,0.054813
8.762000,0.054682
8.764000,0.055821
8.766000,0.053457
8.768000,0.060152
8.770000,0.058458
8.772000,0.059811
8.774000,0.060726
8.776000,0.058860
8.778000,0.058774
8.780000,0.059531
8.782000,0.060330
8.784000,0.058410
8.786000,0.060379
8.788000,0.061216
8.790000,0.060052
8.792000,0.064102
8.794000,0.062124
8.796000,0.063451
8.798000,0.061545
8.800000,0.062637
8.802000,0.061336
8.804000,0.067509
8.806000,0.065482
8.808000,0.063323
8.810000,0.064285
8.812000,0.063808
8.814000,0.063454
8.816000,0.065594
8.818000,0.066507
8.820000,0.065513
8.822000,0.063959
8.824000,0.061397
8.826000,0.063602
8.828000,0.062099
8.830000,0.056283
8.832000,0.062131
8.834000,0.057937
8.836000,0.056014
8.838000,0.055865
8.840000,0.050388
8.842000,0.051545
8.844000,0.051001
8.846000,0.048838
8.848000,0.048599
8.850000,0.041766
8.852000,0.043592
8.854000,0.041643
8.856000,0.034779
8.858000,0.041448
8.860000,0.041965
8.862000,0.038168
8.864000,0.030617
8.866000,0.032420
8.868000,0.032242
8.870000,0.030041
8.872000,0.032157
8.874000,0.028183
8.876000,0.027709
8.878000,0.028219
8.880000,0.027729
8.882000,0.025799
8.884000,0.027659
8.886000,0.026226
8.888000,0.026221
8.890000,0.027263
8.892000,0.027130
8.894000,0.021973
8.896000,0.024794
8.898000,0.024081
8.900000,0.026080
8.902000,0.021418
8.904000,0.021773
8.906000,0.023838
8.908000,0.016774
8.910000,0.017799
8.912000,0.021443
8.914000,0.021874
8.916000,0.018277
8.918000,0.019730
8.920000,0.018727
8.922000,0.015088
8.924000,0.014443
8.926000,0.016762
8.928000,0.015625
8.930000,0.013958
8.932000,0.012521
8.934000,0.015836
8.936000,0.012746
8.938000,0.013634
8.940000,0.011685
8.942000,0.009098
8.944000,0.006454
8.946000,0.011143
8.948000,0.010612
8.950000,0.007973
8.952000,0.011503
8.954000,0.007841
8.956000,0.008537
8.958000,0.014604
8.960000,0.011812
8.962000,0.011948
8.964000,0.007173
8.966000,0.017540
8.968000,0.014913
8.970000,0.015718
8.972000,0.014601
8.974000,0.015447
8.976000,0.014201
8.978000,0.013429
8.980000,0.017187
8.982000,0.017017
8.984000,0.019036
8.986000,0.017792
8.988000,0.017854
8.990000,0.016851
8.992000,0.021166
8.994000,0.018492
8.996000,0.019741
8.998000,0.016696
9.000000,0.018710
9.002000,0.016787
9.004000,0.011712
9.006000,0.013907
9.008000,0.019980
9.010000,0.012412
9.012000,0.013312
9.014000,0.009386
9.016000,0.013710
9.018000,0.008530
9.020000,0.007904
9.022000,0.005289
9.024000,0.007901
9.026000,0.004765
9.028000,0.001792
9.030000,0.001902
9.032000,-0.000431
9.034000,0.001692
9.036000,0.001407
9.038000,-0.002325
9.040000,0.002621
9.042000,0.000716
9.044000,-0.002589
9.046000,-0.005715
9.048000,-0.007465
9.050000,-0.003933
9.052000,-0.007942
9.054000,-0.007294
9.056000,-0.011063
9.058000,-0.008077
9.060000,-0.015161
9.062000,-0.012272
9.064000,-0.011417
9.066000,-0.011309
9.068000,-0.014876
9.070000,-0.013285
9.072000,-0.014989
9.074000,-0.024420
9.076000,-0.021938
9.078000,-0.024877
9.080000,-0.022715
9.082000,-0.025116
9.084000,-0.027273
9.086000,-0.029153
9.088000,-0.028792
9.090000,-0.036025
9.092000,-0.034976
9.094000,-0.038890
9.096000,-0.041415
9.098000,-0.041422
9.100000,-0.042333
9.102000,-0.042640
9.104000,-0.048605
9.106000,-0.051063
9.108000,-0.047771
9.110000,-0.055027
9.112000,-0.052757
9.114000,-0.059827
9.116000,-0.055949
9.118000,-0.060816
9.120000,-0.062182
9.122000,-0.062915
9.124000,-0.062284
9.126000,-0.066883
9.128000,-0.062571
9.130000,-0.067174
9.132000,-0.068738
9.134000,-0.065861
9.136000,-0.062881
9.138000,-0.066166
9.140000,-0.070785
9.142000,-0.066175
9.144000,-0.064283
9.146000,-0.066870
9.148000,-0.065199
9.150000,-0.067407
9.152000,-0.066460
9.154000,-0.068473
9.156000,-0.068123
9.158000,-0.064925
9.160000,-0.065896
9.162000,-0.063755
9.164000,-0.064391
9.166000,-0.065249
9.168000,-0.066638
9.170000,-0.065780
9.172000,-0.067341
9.174000,-0.066988
9.176000,-0.066667
9.178000,-0.066368
9.180000,-0.063710
9.182000,-0.068224
9.184000,-0.065421
9.186000,-0.063185
9.188000,-0.063662
9.190000,-0.062568
9.192000,-0.062482
9.194000,-0.061220
9.196000,-0.062720
9.198000,-0.063038
9.200000,-0.057109
9.202000,-0.058423
9.204000,-0.056042
9.206000,-0.056087
9.208000,-0.054074
9.210000,-0.053664
9.212000,-0.050140
9.214000,-0.053097
9.216000,-0.047097
9.218000,-0.047030
9.220000,-0.044954
9.222000,-0.041926
9.224000,-0.038790
9.226000,-0.037189
9.228000,-0.037213
9.230000,-0.036323
9.232000,-0.025664
9.234000,-0.030653
9.236000,-0.022722
9.238000,-0.031016
9.240000,-0.024682
9.242000,-0.018769
9.244000,-0.017520
9.246000,-0.019940
9.248000,-0.018393
9.250000,-0.018261
9.252000,-0.014325
9.254000,-0.020944
9.256000,-0.014619
9.258000,-0.015033
9.260000,-0.015380
9.262000,-0.011816
9.264000,-0.012941
9.266000,-0.008517
9.268000,-0.010563
9.270000,-0.011499
9.272000,-0.011543
9.274000,-0.006052
9.276000,-0.008945
9.278000,-0.008247
9.280000,-0.009988
9.282000,-0.006835
9.284000,-0.007315
9.286000,-0.006316
9.288000,-0.007819
9.290000,-0.001061
9.292000,-0.001586
9.294000,-0.004430
9.296000,-0.002960
9.298000,0.001073
9.300000,0.001017
9.302000,0.000875
9.304000,0.001265
9.306000,0.000482
9.308000,0.005869
9.310000,0.004728
9.312000,0.006294
9.314000,0.004016
9.316000,0.007991
9.318000,0.007501
9.320000,0.005589
9.322000,0.008830
9.324000,0.008138
9.326000,0.011084
9.328000,0.006638
9.330000,0.010218
9.332000,0.006980
9.334000,0.009060
9.336000,0.007535
9.338000,0.006869
9.340000,0.006920
9.342000,0.005699
9.344000,0.005632
9.346000,0.002453
9.348000,0.004128
9.350000,0.003932
9.352000,0.004720
9.354000,0.001965
9.356000,0.002344
9.358000,0.000428
9.360000,0.000764
9.362000,0.000612
9.364000,-0.000640
9.366000,0.002374
9.368000,-0.002192
9.370000,-0.001097
9.372000,0.001310
9.374000,0.005551
9.376000,0.002963
9.378000,-0.000662
9.380000,0.003330
9.382000,0.000989
9.384000,0.002600
9.386000,0.007305
9.388000,0.008363
9.390000,0.008448
9.392000,0.011660
9.394000,0.008526
9.396000,0.012333
9.398000,0.010166
9.400000,0.008207
9.402000,0.015771
9.404000,0.013443
9.406000,0.015598
9.408000,0.017799
9.410000,0.015447
9.412000,0.017102
9.414000,0.018841
9.416000,0.019498
9.418000,0.024549
9.420000,0.022692
9.422000,0.022441
9.424000,0.025398
9.426000,0.024647
9.428000,0.018721
9.430000,0.025616
9.432000,0.024250
9.434000,0.024216
9.436000,0.026289
9.438000,0.025635
9.440000,0.026056
9.442000,0.029197
9.444000,0.033377
9.446000,0.031261
9.448000,0.030393
9.450000,0.026725
9.452000,0.031017
9.454000,0.034347
9.456000,0.036747
9.458000,0.039954
9.460000,0.038343
9.462000,0.041465
9.464000,0.045092
9.466000,0.044200
9.468000,0.050795
9.470000,0.050391
9.472000,0.050129
9.474000,0.053960
9.476000,0.055487
9.478000,0.056498
9.480000,0.054288
9.482000,0.055659
9.484000,0.058789
9.486000,0.062957
9.488000,0.062841
9.490000,0.062275
9.492000,0.066258
9.494000,0.069669
9.496000,0.069628
9.498000,0.067240
9.500000,0.066201
9.502000,0.070734
9.504000,0.067535
9.506000,0.071552
9.508000,0.070895
9.510000,0.065500
9.512000,0.068843
9.514000,0.069636
9.516000,0.070296
9.518000,0.069333
9.520000,0.065337
9.522000,0.068207
9.524000,0.063611
9.526000,0.060191
9.528000,0.064588
9.530000,0.065936
9.532000,0.060785
9.534000,0.062114
9.536000,0.060771
9.538000,0.060817
9.540000,0.059454
9.542000,0.058504
9.544000,0.059480
9.546000,0.060570
9.548000,0.060497
9.550000,0.057426
9.552000,0.058730
9.554000,0.059842
9.556000,0.057176
9.558000,0.054009
9.560000,0.056310
9.562000,0.054638
9.564000,0.051953
9.566000,0.054205
9.568000,0.049501
9.570000,0.050703
9.572000,0.048931
9.574000,0.047670
9.576000,0.046017
9.578000,0.046427
9.580000,0.046187
9.582000,0.044510
9.584000,0.040979
9.586000,0.037394
9.588000,0.036752
9.590000,0.032483
9.592000,0.035133
9.594000,0.030258
9.596000,0.026496
9.598000,0.025818
9.600000,0.025472
9.602000,0.022359
9.604000,0.019057
9.606000,0.016406
9.608000,0.013401
9.610000,0.014054
9.612000,0.011419
9.614000,0.005137
9.616000,0.007870
9.618000,0.004644
9.620000,0.003065
9.622000,0.003140
9.624000,0.002033
9.626000,0.001396
9.628000,-0.003523
9.630000,0.000027
9.632000,-0.001678
9.634000,-0.002628
9.636000,-0.004075
9.638000,-0.004528
9.640000,-0.002799
9.642000,-0.007357
9.644000,-0.007001
9.646000,-0.008069
9.648000,-0.007273
9.650000,-0.007865
9.652000,-0.009934
9.654000,-0.009434
9.656000,-0.009794
9.658000,-0.007867
9.660000,-0.010568
9.662000,-0.009020
9.664000,-0.010619
9.666000,-0.008291
9.668000,-0.011377
9.670000,-0.015394
9.672000,-0.010897
9.674000,-0.013040
9.676000,-0.015843
9.678000,-0.013306
9.680000,-0.015502
9.682000,-0.017074
9.684000,-0.017213
9.686000,-0.016812
9.688000,-0.016720
9.690000,-0.018747
9.692000,-0.018418
9.694000,-0.018790
9.696000,-0.017058
9.698000,-0.019193
9.700000,-0.017439
9.702000,-0.017395
9.704000,-0.016830
9.706000,-0.017764
9.708000,-0.015825
9.710000,-0.016941
9.712000,-0.015975
9.714000,-0.017369
9.716000,-0.017877
9.718000,-0.012600
9.720000,-0.014119
9.722000,-0.013747
9.724000,-0.013056
9.726000,-0.011816
9.728000,-0.011693
9.730000,-0.012344
9.732000,-0.010471
9.734000,-0.011288
9.736000,-0.009548
9.738000,-0.009503
9.740000,-0.009356
9.742000,-0.008449
9.744000,-0.007007
9.746000,-0.008407
9.748000,-0.008488
9.750000,-0.009022
9.752000,-0.008572
9.754000,-0.008915
9.756000,-0.008442
9.758000,-0.008107
9.760000,-0.007175
9.762000,-0.009721
9.764000,-0.007880
9.766000,-0.010055
9.768000,-0.010873
9.770000,-0.010103
9.772000,-0.008826
9.774000,-0.009851
9.776000,-0.008706
9.778000,-0.010340
9.780000,-0.011409
9.782000,-0.012583
9.784000,-0.011002
9.786000,-0.010811
9.788000,-0.010523
9.790000,-0.012262
9.792000,-0.010639
9.794000,-0.008994
9.796000,-0.011077
9.798000,-0.010866
9.800000,-0.010481
9.802000,-0.010760
9.804000,-0.011305
9.806000,-0.010874
9.808000,-0.010633
9.810000,-0.010375
9.812000,-0.009571
9.814000,-0.010729
9.816000,-0.009871
9.818000,-0.009993
9.820000,-0.010324
9.822000,-0.009963
9.824000,-0.009109
9.826000,-0.009319
9.828000,-0.010475
9.830000,-0.009603
9.832000,-0.009865
9.834000,-0.009860
9.836000,-0.010436
9.838000,-0.011061
9.840000,-0.010445
9.842000,-0.010066
9.844000,-0.010673
9.846000,-0.010793
9.848000,-0.010666
9.850000,-0.011085
9.852000,-0.010695
9.854000,-0.010915
9.856000,-0.010783
9.858000,-0.011076
9.860000,-0.010227
9.862000,-0.010995
9.864000,-0.010805
9.866000,-0.010104
9.868000,-0.010258
9.870000,-0.009635
9.872000,-0.009439
9.874000,-0.010053
9.876000,-0.008745
9.878000,-0.008886
9.880000,-0.008473
9.882000,-0.008088
9.884000,-0.008268
9.886000,-0.006938
9.888000,-0.007224
9.890000,-0.007489
9.892000,-0.006672
9.894000,-0.006314
9.896000,-0.005958
9.898000,-0.005575
9.900000,-0.005422
9.902000,-0.004914
9.904000,-0.004786
9.906000,-0.004507
9.908000,-0.004267
9.910000,-0.003991
9.912000,-0.003905
9.914000,-0.003566
9.916000,-0.003463
9.918000,-0.003254
9.920000,-0.003015
9.922000,-0.002878
9.924000,-0.002421
9.926000,-0.002312
9.928000,-0.002398
9.930000,-0.002016
9.932000,-0.001921
9.934000,-0.001587
9.936000,-0.001763
9.938000,-0.001443
9.940000,-0.001363
9.942000,-0.001270
9.944000,-0.001179
9.946000,-0.001041
9.948000,-0.000801
9.950000,-0.000762
9.952000,-0.000657
9.954000,-0.000543
9.956000,-0.000519
9.958000,-0.000490
9.960000,-0.000367
9.962000,-0.000305
9.964000,-0.000237
9.966000,-0.000217
9.968000,-0.000150
9.970000,-0.000110
9.972000,-0.000075
9.974000,-0.000028
9.976000,-0.000027
9.978000,-0.000017
9.980000,-0.000003
9.982000,-0.000005
9.984000,0.000006
9.986000,0.000007
9.988000,0.000008
9.990000,0.000005
9.992000,0.000004
9.994000,0.000001
9.996000,0.000000
9.998000,0.000000
